AccusedMasterID,CaseMasterID,CrimeNo,AccusedName,AgeYear,GenderID,CrimeRegisteredDate,prior_case_count,prior_cases_last_90d,prior_cases_last_180d,days_since_prev_case,current_case_heinous,prior_heinous_count,prior_heinous_ratio,gravity_escalation_flag,mean_inter_case_days,cadence_acceleration,distinct_crime_heads,repeated_offence_type,mo_consistency_score,recurring_location_count,target_label,is_evaluable
65691,46904,100090429202500006,Girish Patil,18.0,1.0,2025-09-13,68,4,9,1.0,0,13,0.1912,0,25.52,0.0392,11,1,0.0,61,1,1
56305,39975,100010169202500002,Girish Patil,,1.0,2025-10-10,69,5,6,27.0,1,13,0.1884,1,25.16,1.0731,11,1,0.0,61,1,1
58488,41544,100040310202500007,Girish Patil,41.0,1.0,2025-10-24,70,4,7,14.0,0,14,0.2,0,25.19,0.5558,11,1,1.0,62,1,1
66378,47393,100010053202500011,Girish Patil,28.0,1.0,2025-10-29,71,5,8,5.0,0,14,0.1972,0,25.03,0.1998,11,1,0.0,63,1,1
63331,45201,100090439202500008,Girish Patil,28.0,1.0,2025-11-03,72,6,8,5.0,0,14,0.1944,0,24.75,0.202,11,1,0.0,64,1,1
59093,41985,100150551202500004,Girish Patil,25.0,,2025-11-14,73,7,9,11.0,0,14,0.1918,0,24.47,0.4495,11,1,0.0,64,1,1
57440,40747,100260665202500002,Girish Patil,21.0,1.0,2025-11-16,74,8,10,2.0,0,14,0.1892,0,24.29,0.0823,11,0,0.0,65,1,1
56776,40313,100010070202500003,Girish Patil,,1.0,2025-11-30,75,8,11,14.0,0,14,0.1867,0,23.99,0.5837,12,1,0.0,66,1,1
63424,45254,100150543202500008,Girish Patil,,3.0,2025-12-06,76,9,12,6.0,0,14,0.1842,0,23.85,0.2515,12,1,0.0,66,-1,0
57601,40869,100260664202500003,Girish Patil,34.0,1.0,2025-12-14,77,8,13,8.0,1,14,0.1818,1,23.62,0.3387,12,1,1.0,67,-1,0
59875,42574,100090439202500005,Girish Patil,28.0,1.0,2025-12-24,78,9,14,10.0,0,15,0.1923,0,23.42,0.4271,12,1,0.0,67,-1,0
2730,1880,100010073202100003,Girish Poojari,30.0,1.0,2021-01-06,0,0,0,365.0,0,0,0.0,0,365.0,1.0,0,0,0.0,0,0,1
2064,1452,100070403202100002,Girish Poojari,24.0,1.0,2021-02-11,1,1,1,36.0,0,0,0.0,0,36.0,1.0,1,0,0.0,1,1,1
10327,6931,100310706202100008,Girish Poojari,27.0,,2021-02-12,2,2,2,1.0,1,0,0.0,1,36.0,0.0278,2,0,0.0,2,1,1
4689,3156,100040308202100006,Girish Poojari,23.0,1.0,2021-02-14,3,3,3,2.0,0,1,0.3333,0,18.5,0.1081,3,0,0.0,3,1,1
4529,3042,100130517202100006,Girish Poojari,29.0,1.0,2021-02-20,4,4,4,6.0,1,1,0.25,1,13.0,0.4615,4,0,0.0,4,1,1
5908,4059,100010132202100006,Girish Poojari,29.0,1.0,2021-03-19,5,5,5,27.0,0,2,0.4,0,11.25,2.4,5,0,0.0,5,0,1
10083,6779,100220632202100007,Girish Poojari,,1.0,2021-04-19,6,5,6,31.0,1,2,0.3333,1,14.4,2.1528,6,0,0.0,6,1,1
3488,2350,100210615202100003,Girish Poojari,22.0,1.0,2021-05-17,7,3,7,28.0,0,3,0.4286,0,17.17,1.6311,7,1,0.0,7,0,1
2561,1767,100160559202100003,Girish Poojari,,1.0,2021-08-03,8,1,7,78.0,1,3,0.375,1,18.71,4.1679,7,1,0.0,8,1,1
11867,8011,100020214202100011,Girish Poojari,29.0,1.0,2021-09-02,9,1,4,30.0,0,4,0.4444,0,26.12,1.1483,7,1,0.0,9,0,1
274,194,100110478202100002,Girish Poojari,,1.0,2021-11-01,10,2,3,60.0,0,4,0.4,0,26.56,2.2594,7,1,0.0,10,0,1
3602,2424,100010069202100003,Girish Poojari,27.0,1.0,2021-12-22,11,1,3,51.0,1,4,0.3636,1,29.9,1.7057,7,0,0.0,11,1,1
8771,5892,100070380202100006,Girish Poojari,24.0,1.0,2021-12-27,12,2,4,5.0,0,5,0.4167,0,31.82,0.1571,8,1,0.0,12,1,1
19090,13119,100060367202200005,Girish Poojari,18.0,1.0,2022-01-01,13,3,5,5.0,1,5,0.3846,1,29.58,0.169,8,1,0.0,13,0,1
22402,15474,400010101202200001,Girish Poojari,22.0,1.0,2022-03-09,14,3,4,67.0,1,6,0.4286,1,27.69,2.4194,8,1,0.0,14,1,1
17041,11684,100160566202200007,Girish Poojari,,1.0,2022-03-12,15,4,5,3.0,1,7,0.4667,1,30.5,0.0984,8,1,0.0,15,1,1
25696,17788,100140539202200014,Girish Poojari,,1.0,2022-03-13,16,5,6,1.0,1,8,0.5,0,28.67,0.0349,8,1,0.0,16,1,1
18434,12634,400180585202200001,Girish Poojari,29.0,,2022-03-31,17,4,7,18.0,0,9,0.5294,0,26.94,0.6682,8,1,0.0,17,1,1
20462,14077,100040314202200006,Girish Poojari,,1.0,2022-04-12,18,4,8,12.0,1,9,0.5,0,26.41,0.4543,8,1,0.0,18,1,1
14823,10168,100020233202200005,Girish Poojari,23.0,1.0,2022-04-17,19,5,9,5.0,0,10,0.5263,0,25.61,0.1952,8,1,0.0,19,1,1
13718,9377,800230644202200001,Girish Poojari,,1.0,2022-04-23,20,6,10,6.0,0,10,0.5,0,24.53,0.2446,8,0,0.0,20,1,1
22630,15638,400010095202200001,Girish Poojari,29.0,1.0,2022-05-02,21,7,10,9.0,0,10,0.4762,0,23.6,0.3814,9,1,0.0,21,1,1
21152,14565,100020229202200006,Girish Poojari,30.0,1.0,2022-05-19,22,8,11,17.0,1,10,0.4545,1,22.9,0.7422,9,1,0.0,22,1,1
24722,17109,100110489202200014,Girish Poojari,,,2022-05-19,23,9,12,0.0,0,11,0.4783,0,22.64,0.0,9,1,0.0,23,1,1
15185,10427,100260665202200003,Girish Poojari,23.0,1.0,2022-05-20,24,10,13,1.0,0,11,0.4583,0,21.7,0.0461,9,1,0.0,24,1,1
14926,10255,100020248202200003,Girish Poojari,30.0,1.0,2022-06-05,25,11,14,16.0,0,11,0.44,0,20.83,0.768,9,1,0.0,25,1,1
21549,14846,100010206202200012,Girish Poojari,35.0,1.0,2022-06-05,26,12,15,0.0,0,11,0.4231,0,20.64,0.0,9,1,0.0,26,1,1
22127,15260,100310705202200008,Girish Poojari,20.0,1.0,2022-07-02,27,9,13,27.0,0,11,0.4074,0,19.88,1.3578,9,1,0.0,27,1,1
23833,16468,100010057202200007,Girish Poojari,,1.0,2022-07-28,28,7,14,26.0,0,11,0.3929,0,20.15,1.2904,9,1,0.0,28,1,1
14118,9647,100020250202200004,Girish Poojari,30.0,1.0,2022-08-11,29,7,15,14.0,0,11,0.3793,0,20.36,0.6877,9,1,0.0,29,1,1
14888,10232,100020223202200004,Girish Poojari,30.0,1.0,2022-08-15,30,8,16,4.0,0,11,0.3667,0,20.14,0.1986,9,1,0.0,30,1,1
14890,10232,100020223202200004,Girish Poojari,30.0,1.0,2022-08-15,31,9,17,0.0,0,11,0.3548,0,19.6,0.0,9,1,0.0,31,1,1
25143,17396,800210620202200001,Girish Poojari,21.0,1.0,2022-08-31,32,7,18,16.0,1,11,0.3438,1,19.0,0.8421,9,1,0.0,31,0,1
22748,15726,100020217202200011,Girish Poojari,30.0,1.0,2022-10-17,33,5,13,47.0,0,12,0.3636,0,18.91,2.486,9,1,0.0,32,1,1
17134,11732,100010190202200004,Girish Poojari,31.0,1.0,2022-10-30,34,5,12,13.0,1,12,0.3529,1,19.76,0.658,9,1,0.0,33,1,1
15583,10708,800020249202200001,Girish Poojari,28.0,1.0,2022-11-07,35,6,13,8.0,0,13,0.3714,0,19.56,0.409,9,1,1.0,34,1,1
14088,9620,100040309202200004,Girish Poojari,25.0,1.0,2022-11-09,36,7,14,2.0,0,13,0.3611,0,19.23,0.104,9,1,0.0,35,1,1
18852,12943,100040317202200006,Girish Poojari,27.0,1.0,2022-11-14,37,5,15,5.0,1,13,0.3514,1,18.75,0.2667,9,1,0.0,36,1,1
25062,17336,100190593202200015,Girish Poojari,,1.0,2022-11-20,38,6,13,6.0,0,14,0.3684,0,18.38,0.3265,9,1,0.0,37,1,1
16586,11358,100200610202200001,Girish Poojari,37.0,1.0,2022-11-29,39,7,14,9.0,0,14,0.359,0,18.05,0.4985,9,1,1.0,38,1,1
13581,9270,100020246202200001,Girish Poojari,30.0,1.0,2022-12-20,40,7,13,21.0,0,14,0.35,0,17.82,1.1784,9,1,0.0,39,1,1
30571,21204,800210616202300001,Girish Poojari,30.0,1.0,2023-01-09,41,8,13,20.0,1,14,0.3415,1,17.9,1.1173,9,1,1.0,40,1,1
39210,27388,800100467202300003,Girish Poojari,40.0,,2023-01-12,42,9,14,3.0,0,15,0.3571,0,17.95,0.1671,9,1,0.0,41,0,1
30003,20796,100160561202300006,Girish Poojari,17.0,1.0,2023-02-27,43,4,11,46.0,1,15,0.3488,1,17.6,2.6143,9,1,0.0,42,1,1
35210,24501,100030266202300003,Girish Poojari,28.0,,2023-03-09,44,4,11,10.0,0,16,0.3636,0,18.26,0.5478,9,1,0.0,43,1,1
33450,23262,100210623202300005,Girish Poojari,32.0,1.0,2023-04-03,45,4,12,25.0,1,16,0.3556,1,18.07,1.3836,9,1,0.0,44,0,1
26311,18214,100010188202300001,Girish Poojari,19.0,1.0,2023-09-11,46,0,1,161.0,1,17,0.3696,1,18.22,8.8354,9,1,0.0,45,1,1
34792,24182,100010208202300005,Girish Poojari,24.0,1.0,2023-09-15,47,1,2,4.0,1,18,0.383,1,21.33,0.1876,9,1,0.0,46,1,1
39294,27454,100040294202300013,Girish Poojari,,1.0,2023-09-21,48,2,3,6.0,1,19,0.3958,1,20.96,0.2863,9,0,0.0,47,1,1
33670,23418,100050344202300006,Girish Poojari,,1.0,2023-10-02,49,3,3,11.0,1,20,0.4082,1,20.65,0.5328,10,1,1.0,48,1,1
34748,24145,100010104202300008,Girish Poojari,19.0,1.0,2023-10-21,50,4,4,19.0,0,21,0.42,0,20.45,0.9291,10,1,0.0,49,1,1
37634,26285,100120495202300010,Girish Poojari,,1.0,2023-10-22,51,5,5,1.0,0,21,0.4118,0,20.42,0.049,10,1,0.0,50,1,1
26967,18649,100020228202300001,Girish Poojari,37.0,1.0,2023-11-17,52,6,6,26.0,0,21,0.4038,0,20.04,1.2975,10,1,0.0,51,1,1
36767,25626,100010086202300007,Girish Poojari,,1.0,2023-12-03,53,7,7,16.0,0,21,0.3962,0,20.15,0.7939,10,1,0.0,52,1,1
26965,18647,100210618202300002,Girish Poojari,34.0,1.0,2023-12-29,54,5,8,26.0,0,21,0.3889,0,20.08,1.2951,10,1,0.0,53,1,1
53123,37547,100010088202400017,Girish Poojari,33.0,,2024-01-19,55,5,9,21.0,0,21,0.3818,0,20.19,1.0404,10,0,0.0,54,1,1
41900,29317,100160566202400001,Girish Poojari,16.0,3.0,2024-02-01,56,4,10,13.0,0,21,0.375,0,20.2,0.6436,11,1,0.0,55,1,1
52553,37137,100100455202400009,Girish Poojari,21.0,1.0,2024-02-09,57,5,11,8.0,0,21,0.3684,0,20.07,0.3986,11,1,0.0,55,1,1
49469,34880,100070389202400009,Girish Poojari,,1.0,2024-02-12,58,6,12,3.0,0,21,0.3621,0,19.86,0.1511,11,1,0.0,56,1,1
52216,36895,100210622202400014,Girish Poojari,22.0,1.0,2024-03-11,59,5,12,28.0,0,21,0.3559,0,19.57,1.4308,11,1,0.0,57,1,1
43218,30171,100020230202400003,Girish Poojari,19.0,1.0,2024-04-09,60,5,10,29.0,1,21,0.35,1,19.71,1.4712,11,1,0.0,58,1,1
51164,36145,100140532202400010,Girish Poojari,20.0,1.0,2024-04-09,61,6,11,0.0,0,22,0.3607,0,19.87,0.0,11,1,0.0,59,0,1
51481,36395,400010040202400002,Girish Poojari,19.0,1.0,2024-05-17,62,3,9,38.0,0,22,0.3548,0,19.56,1.943,11,1,1.0,60,1,1
54013,38227,100100459202400017,Girish Poojari,27.0,1.0,2024-05-27,63,4,10,10.0,0,22,0.3492,0,19.85,0.5037,11,1,0.0,61,1,1
47454,33339,100160560202400006,Girish Poojari,25.0,1.0,2024-06-06,64,5,10,10.0,0,22,0.3438,0,19.7,0.5077,11,1,0.0,62,1,1
40828,28579,100130522202400001,Girish Poojari,,1.0,2024-06-12,65,5,11,6.0,0,22,0.3385,0,19.55,0.307,11,1,1.0,63,1,1
54533,38627,100060369202400010,Girish Poojari,36.0,1.0,2024-07-08,66,6,11,26.0,1,22,0.3333,1,19.34,1.3445,11,1,0.0,64,0,1
44049,30732,100340725202400002,Girish Poojari,,1.0,2024-08-10,67,5,9,33.0,0,23,0.3433,0,19.44,1.6976,11,1,0.0,65,1,1
43492,30364,100050331202400006,Girish Poojari,,1.0,2024-08-13,68,6,9,3.0,1,23,0.3382,1,19.64,0.1527,11,1,0.0,66,1,1
51504,36416,100020222202400014,Girish Poojari,20.0,1.0,2024-08-31,69,5,10,18.0,0,24,0.3478,0,19.4,0.928,11,1,1.0,67,1,1
41358,28937,100310707202400001,Girish Poojari,21.0,,2024-09-09,70,5,10,9.0,0,24,0.3429,0,19.38,0.4645,11,1,0.0,68,1,1
53944,38183,100310708202400015,Girish Poojari,32.0,1.0,2024-09-19,71,5,11,10.0,0,24,0.338,0,19.23,0.5201,11,1,0.0,69,1,1
43570,30415,100030253202400003,Girish Poojari,26.0,1.0,2024-09-30,72,6,12,11.0,0,24,0.3333,0,19.1,0.576,11,1,0.0,70,1,1
47019,32980,100130512202400005,Girish Poojari,35.0,1.0,2024-10-07,73,6,11,7.0,0,24,0.3288,0,18.99,0.3687,11,1,0.0,71,1,1
47221,33139,100050320202400008,Girish Poojari,,1.0,2024-10-10,74,7,12,3.0,1,24,0.3243,1,18.82,0.1594,11,1,0.0,72,1,1
50964,36007,100200606202400007,Girish Poojari,25.0,1.0,2024-10-21,75,8,13,11.0,0,25,0.3333,0,18.61,0.5911,11,1,0.0,73,1,1
54466,38561,400200603202400001,Girish Poojari,24.0,1.0,2024-10-29,76,9,14,8.0,1,25,0.3289,1,18.51,0.4323,11,1,1.0,74,1,1
44695,31237,100010089202400004,Girish Poojari,19.0,1.0,2024-11-23,77,8,14,25.0,0,26,0.3377,0,18.37,1.361,11,1,0.0,75,1,1
41504,29042,100100470202400003,Girish Poojari,32.0,,2024-12-05,78,8,13,12.0,0,26,0.3333,0,18.45,0.6502,11,1,0.0,76,1,1
49531,34933,100010129202400007,Girish Poojari,48.0,1.0,2024-12-08,79,9,14,3.0,0,26,0.3291,0,18.37,0.1633,11,1,0.0,77,0,1
56378,40035,100330722202500002,Girish Poojari,18.0,1.0,2025-01-08,80,6,13,31.0,0,26,0.325,0,18.18,1.7054,11,1,0.0,78,1,1
67686,48383,400010182202500001,Girish Poojari,26.0,1.0,2025-01-27,81,5,14,19.0,0,26,0.321,0,18.34,1.0361,11,1,0.0,79,1,1
62177,44315,100110479202500008,Girish Poojari,,1.0,2025-02-22,82,4,13,26.0,1,26,0.3171,1,18.35,1.4172,11,1,0.0,80,1,1
60360,42936,100310707202500004,Girish Poojari,19.0,1.0,2025-02-23,83,5,14,1.0,1,27,0.3253,1,18.44,0.0542,11,1,0.0,81,1,1
59792,42515,100160557202500008,Girish Poojari,26.0,1.0,2025-03-15,84,4,13,20.0,1,28,0.3333,1,18.23,1.0972,11,1,0.0,81,0,1
63595,45346,100220629202500011,Girish Poojari,28.0,,2025-05-19,85,3,8,65.0,0,29,0.3412,0,18.25,3.5616,11,1,0.0,82,0,1
68296,48849,100150543202500015,Girish Poojari,60.0,1.0,2025-07-05,86,1,6,47.0,0,29,0.3372,0,18.8,2.5,11,1,1.0,83,1,1
60388,42952,100060369202500004,Girish Poojari,18.0,1.0,2025-07-29,87,2,5,24.0,0,29,0.3333,0,19.13,1.2547,11,1,0.0,84,0,1
67451,48205,100080406202500011,Girish Poojari,,1.0,2025-10-03,88,2,3,66.0,1,29,0.3295,1,19.18,3.4404,11,1,0.0,84,1,1
65694,46906,100020212202500009,Girish Poojari,29.0,1.0,2025-10-31,89,1,4,28.0,0,30,0.3371,0,19.72,1.4202,11,1,1.0,85,1,1
69541,49777,100050347202500015,Girish Poojari,15.0,1.0,2025-11-06,90,2,5,6.0,0,30,0.3333,0,19.81,0.3029,11,1,0.0,86,1,1
56102,39835,100010094202500002,Girish Poojari,37.0,,2025-11-27,91,3,5,21.0,1,30,0.3297,1,19.66,1.0684,11,1,0.0,87,1,1
56029,39791,100010124202500003,Girish Poojari,18.0,1.0,2025-11-30,92,4,6,3.0,0,31,0.337,0,19.67,0.1525,11,1,0.0,88,1,1
69392,49673,100150547202500011,Girish Poojari,18.0,1.0,2025-12-05,93,5,7,5.0,0,31,0.3333,0,19.49,0.2566,11,1,1.0,89,-1,0
55288,39222,100010064202500001,Girish Poojari,21.0,1.0,2025-12-08,94,6,8,3.0,0,31,0.3298,0,19.33,0.1552,11,1,1.0,90,-1,0
10475,7048,100010111202100009,Girish Rao,32.0,1.0,2021-01-02,0,0,0,365.0,1,0,0.0,1,365.0,1.0,0,0,0.0,0,1,1
3581,2406,400010207202100001,Girish Rao,20.0,1.0,2021-01-16,1,1,1,14.0,0,1,1.0,0,14.0,1.0,1,0,0.0,1,1,1
6882,4659,100010055202100008,Girish Rao,,1.0,2021-02-05,2,2,2,20.0,0,1,0.5,0,14.0,1.4286,2,1,0.0,2,1,1
550,387,100310704202100001,Girish Rao,24.0,1.0,2021-02-22,3,3,3,17.0,0,1,0.3333,0,17.0,1.0,2,1,0.0,3,0,1
6514,4420,100040291202100007,Girish Rao,23.0,1.0,2021-03-29,4,4,4,35.0,1,1,0.25,1,17.0,2.0588,2,0,0.0,4,0,1
278,198,100120497202100001,Girish Rao,23.0,1.0,2021-06-07,5,1,5,70.0,1,2,0.4,1,21.5,3.2558,3,0,0.0,5,1,1
8369,5612,400020223202100001,Girish Rao,,1.0,2021-06-27,6,2,6,20.0,0,3,0.5,0,31.2,0.641,4,1,0.0,6,0,1
10603,7130,100010119202100009,Girish Rao,32.0,1.0,2021-12-06,7,0,1,162.0,0,3,0.4286,0,29.33,5.5227,4,1,0.0,7,1,1
10589,7120,100010135202100006,Girish Rao,32.0,1.0,2021-12-14,8,1,2,8.0,0,3,0.375,0,48.29,0.1657,4,1,0.0,8,0,1
25163,17408,100010146202200012,Girish Rao,,1.0,2022-01-27,9,2,2,44.0,0,3,0.3333,0,43.25,1.0173,4,0,0.0,9,1,1
15929,10938,400030255202200001,Girish Rao,,1.0,2022-02-17,10,3,3,21.0,0,3,0.3,0,43.33,0.4846,5,0,0.0,10,1,1
23316,16108,100340723202200011,Girish Rao,21.0,1.0,2022-02-22,11,4,4,5.0,0,3,0.2727,0,41.1,0.1217,6,1,0.0,11,1,1
24664,17088,100060379202200010,Girish Rao,32.0,1.0,2022-03-09,12,4,5,15.0,0,3,0.25,0,37.82,0.3966,6,1,0.0,12,0,1
16426,11258,400090437202200001,Girish Rao,33.0,1.0,2022-05-10,13,3,6,62.0,0,3,0.2308,0,35.92,1.7262,6,1,0.0,13,1,1
22508,15550,100070399202200010,Girish Rao,,1.0,2022-05-21,14,3,7,11.0,0,3,0.2143,0,37.92,0.2901,6,1,0.0,14,1,1
19346,13287,800180585202200001,Girish Rao,,1.0,2022-06-09,15,2,7,19.0,0,3,0.2,0,36.0,0.5278,6,1,0.0,15,1,1
15460,10615,100010193202200003,Girish Rao,26.0,1.0,2022-06-19,16,3,7,10.0,0,3,0.1875,0,34.87,0.2868,6,0,0.0,16,1,1
24013,16596,100050344202200011,Girish Rao,,1.0,2022-06-27,17,4,8,8.0,0,3,0.1765,0,33.31,0.2402,7,1,1.0,17,1,1
21834,15038,100060357202200007,Girish Rao,,1.0,2022-07-23,18,5,9,26.0,0,3,0.1667,0,31.82,0.817,7,1,1.0,18,1,1
20121,13826,100010066202200005,Girish Rao,39.0,1.0,2022-07-26,19,6,10,3.0,0,3,0.1579,0,31.5,0.0952,7,0,0.0,19,1,1
17218,11789,100160560202200002,Girish Rao,26.0,1.0,2022-07-27,20,7,10,1.0,0,3,0.15,0,30.0,0.0333,8,1,0.0,20,0,1
21003,14441,100290694202200007,Girish Rao,,1.0,2022-09-27,21,3,8,62.0,0,3,0.1429,0,28.55,2.1716,8,1,0.0,21,1,1
15683,10769,100210621202200002,Girish Rao,,1.0,2022-10-02,22,4,9,5.0,0,3,0.1364,0,30.14,0.1659,8,1,0.0,22,1,1
20370,14009,400340725202200001,Girish Rao,,,2022-10-16,23,5,10,14.0,1,3,0.1304,1,29.0,0.4828,8,1,0.0,23,1,1
20646,14208,100010188202200009,Girish Rao,31.0,1.0,2022-11-14,24,3,10,29.0,0,4,0.1667,0,28.35,1.023,8,1,0.0,24,0,1
26157,18086,400180582202200001,Girish Rao,27.0,,2022-12-23,25,4,8,39.0,0,4,0.16,0,28.38,1.3744,8,1,0.0,25,1,1
27123,18773,100240649202300001,Girish Rao,59.0,1.0,2023-01-22,26,2,7,30.0,1,4,0.1538,1,28.8,1.0417,8,0,0.0,26,1,1
37597,26256,100150554202300007,Girish Rao,20.0,1.0,2023-02-16,27,2,6,25.0,0,5,0.1852,0,28.85,0.8667,9,1,0.0,27,1,1
29677,20563,100010165202300005,Girish Rao,41.0,1.0,2023-02-18,28,3,7,2.0,0,5,0.1786,0,28.7,0.0697,9,1,0.5,28,1,1
39435,27565,100010126202300011,Girish Rao,23.0,1.0,2023-02-19,29,4,8,1.0,0,5,0.1724,0,27.75,0.036,9,1,1.0,29,1,1
29480,20422,100200611202300002,Girish Rao,41.0,1.0,2023-03-18,30,5,9,27.0,0,5,0.1667,0,26.83,1.0064,9,1,0.0,30,1,1
33298,23138,100010070202300008,Girish Rao,19.0,1.0,2023-03-29,31,5,9,11.0,0,5,0.1613,0,26.83,0.4099,9,1,0.0,31,1,1
37573,26239,800040304202300001,Girish Rao,38.0,1.0,2023-03-29,32,6,10,0.0,0,5,0.1562,0,26.32,0.0,9,1,0.0,32,1,1
30101,20863,800230643202300001,Girish Rao,,1.0,2023-04-08,33,7,10,10.0,1,5,0.1515,1,25.53,0.3917,9,1,0.0,33,1,1
28874,19999,100150553202300001,Girish Rao,,1.0,2023-04-15,34,8,10,7.0,0,6,0.1765,0,25.06,0.2793,9,1,0.0,34,0,1
27942,19326,100180579202300003,Girish Rao,41.0,1.0,2023-06-07,35,5,10,53.0,0,6,0.1714,0,24.53,2.1607,9,1,0.0,35,1,1
27396,18983,100010079202300003,Girish Rao,34.0,1.0,2023-06-24,36,5,10,17.0,1,6,0.1667,1,25.34,0.6708,9,1,1.0,36,1,1
27640,19125,100010180202300002,Girish Rao,34.0,1.0,2023-06-27,37,6,11,3.0,0,7,0.1892,0,25.11,0.1195,9,1,0.0,37,0,1
32648,22644,100010167202300004,Girish Rao,20.0,1.0,2023-08-02,38,3,11,36.0,0,7,0.1842,0,24.51,1.4686,9,1,0.0,38,0,1
26754,18505,100130521202300001,Girish Rao,37.0,1.0,2023-09-16,39,3,8,45.0,0,7,0.1795,0,24.82,1.8134,9,1,0.0,39,1,1
35039,24362,100310709202300007,Girish Rao,,1.0,2023-09-20,40,4,9,4.0,0,7,0.175,0,25.33,0.1579,9,1,0.0,40,1,1
30311,21003,100060358202300003,Girish Rao,15.0,,2023-09-21,41,5,10,1.0,0,7,0.1707,0,24.8,0.0403,9,1,0.0,41,1,1
36823,25669,100010152202300006,Girish Rao,28.0,1.0,2023-10-03,42,4,9,12.0,0,7,0.1667,0,24.22,0.4955,9,1,1.0,42,1,1
33809,23515,100200614202300007,Girish Rao,39.0,1.0,2023-10-06,43,5,9,3.0,1,7,0.1628,1,23.93,0.1254,9,1,0.0,43,1,1
31162,21621,100060360202300009,Girish Rao,15.0,1.0,2023-10-20,44,6,9,14.0,0,8,0.1818,0,23.44,0.5972,9,0,0.0,44,1,1
35291,24557,100050350202300009,Girish Rao,32.0,1.0,2023-10-25,45,7,10,5.0,0,8,0.1778,0,23.23,0.2153,10,1,0.0,45,1,1
39945,27942,100350730202300019,Girish Rao,20.0,,2023-11-09,46,7,11,15.0,0,8,0.1739,0,22.82,0.6573,10,1,0.0,46,1,1
30454,21112,100150554202300002,Girish Rao,19.0,,2023-11-26,47,8,12,17.0,0,8,0.1702,0,22.65,0.7505,10,1,0.0,47,1,1
33521,23310,100250658202300009,Girish Rao,22.0,1.0,2023-12-22,48,6,11,26.0,1,8,0.1667,1,22.53,1.1539,10,1,0.0,47,1,1
42898,29972,100080417202400001,Girish Rao,24.0,1.0,2024-01-05,49,5,11,14.0,0,9,0.1837,0,22.6,0.6194,10,1,0.0,48,1,1
49826,35131,100140531202400011,Girish Rao,32.0,1.0,2024-01-25,50,4,12,20.0,1,9,0.18,1,22.43,0.8917,10,0,0.0,49,1,1
52439,37067,400190601202400002,Girish Rao,33.0,1.0,2024-02-12,51,4,12,18.0,0,10,0.1961,0,22.38,0.8043,11,1,1.0,50,1,1
42889,29966,100160556202400004,Girish Rao,,1.0,2024-03-12,52,4,13,29.0,0,10,0.1923,0,22.29,1.3008,11,1,0.0,51,0,1
44824,31319,100010156202400005,Girish Rao,23.0,1.0,2024-05-06,53,2,7,55.0,1,10,0.1887,1,22.42,2.4528,11,1,0.0,52,1,1
43610,30451,100010088202400006,Girish Rao,21.0,1.0,2024-05-15,54,2,7,9.0,0,11,0.2037,0,23.04,0.3907,11,1,0.0,53,1,1
47654,33469,100010134202400009,Girish Rao,31.0,,2024-05-19,55,3,8,4.0,0,11,0.2,0,22.78,0.1756,11,1,0.0,54,1,1
51312,36264,100040308202400008,Girish Rao,29.0,1.0,2024-05-19,56,4,9,0.0,0,11,0.1964,0,22.44,0.0,11,1,0.0,55,1,1
41546,29070,100300701202400002,Girish Rao,34.0,1.0,2024-06-01,57,5,9,13.0,0,11,0.193,0,22.05,0.5895,11,1,0.0,56,1,1
44918,31393,100080412202400005,Girish Rao,19.0,1.0,2024-06-03,58,6,10,2.0,0,11,0.1897,0,21.89,0.0913,11,1,1.0,57,1,1
46145,32341,100010063202400006,Girish Rao,32.0,1.0,2024-06-28,59,6,10,25.0,0,11,0.1864,0,21.55,1.16,11,1,0.0,58,0,1
44737,31264,100100470202400007,Girish Rao,,1.0,2024-08-04,60,7,9,37.0,1,11,0.1833,1,21.61,1.7122,11,1,0.0,59,1,1
42298,29544,400180587202400001,Girish Rao,30.0,1.0,2024-08-15,61,6,9,11.0,0,12,0.1967,0,21.87,0.503,11,1,0.0,60,0,1
52189,36886,100110487202400013,Girish Rao,26.0,1.0,2024-10-04,62,2,9,50.0,0,12,0.1935,0,21.69,2.3054,11,1,0.0,61,1,1
42287,29539,100010077202400004,Girish Rao,35.0,1.0,2024-10-10,63,3,10,6.0,1,12,0.1905,1,22.15,0.2709,11,1,0.0,62,1,1
42288,29539,100010077202400004,Girish Rao,35.0,1.0,2024-10-10,64,4,11,0.0,1,13,0.2031,1,21.89,0.0,11,1,1.0,63,1,1
51731,36553,100010184202400014,Girish Rao,35.0,1.0,2024-11-07,65,4,11,28.0,0,14,0.2154,0,21.56,1.2986,11,1,0.0,63,1,1
40349,28226,100050324202400001,Girish Rao,36.0,1.0,2024-11-10,66,5,12,3.0,0,14,0.2121,0,21.66,0.1385,11,1,0.0,64,1,1
41107,28775,100010194202400002,Girish Rao,35.0,1.0,2024-11-28,67,5,10,18.0,0,14,0.209,0,21.38,0.842,11,1,0.3333,65,1,1
52884,37401,100110485202400008,Girish Rao,46.0,1.0,2024-12-08,68,6,9,10.0,0,14,0.2059,0,21.33,0.4689,11,1,0.0,66,1,1
40571,28397,100060353202400001,Girish Rao,34.0,1.0,2024-12-17,69,7,10,9.0,0,14,0.2029,0,21.16,0.4253,11,1,0.0,67,1,1
